PAIR,ENTRY,SL,TP,CONFIDENCE,RESULT,PNL
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,BUY,2112.01,2147.01,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,BUY,2112.73,2147.73,80.0,RUNNING,0.0
ETH/USDT,BUY,2112.73,2147.73,80.0,RUNNING,0.0
ETH/USDT,BUY,2112.82,2147.82,80.0,RUNNING,0.0
ETH/USDT,BUY,2112.89,2147.89,80.0,RUNNING,0.0
ETH/USDT,BUY,2112.88,2147.88,80.0,RUNNING,0.0
ETH/USDT,BUY,2112.98,2147.98,80.0,RUNNING,0.0
ETH/USDT,BUY,2112.89,2147.89,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,BUY,2111.94,2146.94,80.0,RUNNING,0.0
ETH/USDT,BUY,2111.94,2146.94,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
BTC/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
BTC/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
BTC/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
BTC/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,SELL,2135.9,2100.9,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,SELL,2134.45,2099.45,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,SELL,2134.51,2099.51,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,80.0,RUNNING,0.0
ETH/USDT,NO ENTRY,0.0,0.0,100.0,RUNNING,0.0
BTC/USDT,SESSION CLOSED,0.0,0.0,80.0,RUNNING,0.0
BTC/USDT,SESSION CLOSED,0.0,0.0,80.0,RUNNING,0.0
BTC/USDT,SESSION CLOSED,0.0,0.0,80.0,RUNNING,0.0
BTC/USDT,SESSION CLOSED,0.0,0.0,80.0,RUNNING,0.0
BTC/USDT,SESSION CLOSED,0.0,0.0,80.0,RUNNING,0.0
BTC/USDT,SESSION CLOSED,0.0,0.0,80.0,RUNNING,0.0
BTC/USDT,SESSION CLOSED,0.0,0.0,80.0,RUNNING,0.0
BTC/USDT,SESSION CLOSED,0.0,0.0,80.0,RUNNING,0.0
BTC/USDT,SESSION CLOSED,0.0,0.0,80.0,RUNNING,0.0
BTC/USDT,SESSION CLOSED,0.0,0.0,80.0,RUNNING,0.0
BTC/USDT,SESSION CLOSED,0.0,0.0,80.0,RUNNING,0.0
BTC/USDT,SESSION CLOSED,0.0,0.0,100.0,RUNNING,0.0
BTC/USDT,SESSION CLOSED,0.0,0.0,100.0,RUNNING,0.0
BTC/USDT,SESSION CLOSED,0.0,0.0,100.0,RUNNING,0.0
BTC/USDT,SESSION CLOSED,0.0,0.0,100.0,RUNNING,0.0
BTC/USDT,SESSION CLOSED,0.0,0.0,100.0,RUNNING,0.0
BTC/USDT,SESSION CLOSED,0.0,0.0,100.0,RUNNING,0.0
